"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","1134263","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","130421","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","921512","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","41505","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2400","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","38425","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","24064","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3760","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","20304","","","","0"
"2011-03","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","929685","","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","113540","","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","733599","","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","43228","","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2732","","","","0"
"2011-04","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","36586","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","907264","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","109848","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","714870","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","43228","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2732","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","36586","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","22421","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3692","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","18729","","","","0"
"2011-04","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","868537","","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","133407","","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","650112","","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","49423","","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2381","","","","0"
"2011-05","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","33214","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","852016","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","129575","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","637423","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","49423","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2381","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","33214","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","16521","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3832","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","12689","","","","0"
"2011-05","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","835642","","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","82095","","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","687641","","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","41359","","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2516","","","","0"
"2011-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","22031","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","812286","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","78598","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","667782","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","41359","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2516","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","22031","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","23356","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3497","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","19859","","","","0"
"2011-06","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","895890","","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","66314","","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","768819","","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","35490","","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2786","","","","0"
"2011-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","22481","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","876122","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","62787","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","752578","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","35490","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2786","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","22481","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","19768","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3527","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","16241","","","","0"
"2011-07","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","875488","","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","45391","","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","779922","","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","27008","","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1370","","","","0"
"2011-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","21797","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","855584","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","41977","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","763432","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","27008","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1370","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","21797","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","19904","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3414","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","16490","","","","0"
"2011-08","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","733590","","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","39633","","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","644037","","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","25837","","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1880","","","","0"
"2011-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","22203","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","716986","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","36541","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","630525","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","25837","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1880","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","22203","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","16604","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3092","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","13512","","","","0"
"2011-09","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","776867","","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","81331","","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","638215","","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","24331","","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2026","","","","0"
"2011-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","30964","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","766605","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","78176","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","631108","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","24331","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2026","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","30964","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","10262","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3155","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","7107","","","","0"
"2011-10","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","832668","","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","75058","","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","697864","","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","22145","","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1311","","","","0"
"2011-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","36290","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","823097","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","71502","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","691849","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","22145","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1311","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","36290","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","9571","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3556","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","6015","","","","0"
"2011-11","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","943732","","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","99204","","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","780937","","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","26449","","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1983","","","","0"
"2011-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","35159","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","923794","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","95394","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","764809","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","26449","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1983","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","35159","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","19938","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3810","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","16128","","","","0"
"2011-12","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","1051425","","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","100612","","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","867680","","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","39425","","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1983","","","","0"
"2012-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","41725","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","1030824","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","96806","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","850885","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","39425","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1983","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","41725","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","20601","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3806","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","16795","","","","0"
"2012-01","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","","..","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","1011273","","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","90586","","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","822489","","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","63739","","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1809","","","","0"
"2012-02","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","32650","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","992194","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","87273","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","806723","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","63739","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1809","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","32650","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","19079","","","","0"
"2012-02","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","3313","","","","0"
