"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","541156","","","","0"
"2018-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1645","","","","0"
"2018-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","88735","","","","0"
"2018-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","666307","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","60778","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","523752","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1645","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","80132","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","26007","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","17404","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","8603","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-06","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","723837","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","55072","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","592452","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1830","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","74483","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","700209","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","55072","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","576363","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1830","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","66944","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","23628","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","16089","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","7539","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-07","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","741427","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","22558","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","659069","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1521","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","58279","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","719089","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","22558","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","643230","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1521","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","51780","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","22338","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","15839","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","6499","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-08","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","687042","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","19942","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","587495","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1447","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","78158","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","662267","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","19942","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","570721","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1447","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","70157","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","24775","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","16774","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","8001","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-09","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","769354","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","40027","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","612964","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","2185","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","114178","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","748745","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","40027","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","602181","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","2185","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","104352","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","20609","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","10783","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","9826","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-10","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","875399","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","92871","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","657608","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1396","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","123524","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","853482","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","92871","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","646717","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1396","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","112498","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","21917","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","10891","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","11026","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-11","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","1055270","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","108709","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","841619","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","1764","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","103178","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v1059484914","4.1.9","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v1059484814","4.1.10","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours","210","units","0","v44174726","4.2.1","1038019","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours","210","units","0","v44174727","4.2.2","108709","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours","210","units","0","v44174728","4.2.3","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Combustion turbine","Megawatt hours","210","units","0","v44174729","4.2.6","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484842","4.2.11","833654","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours","210","units","0","v44174730","4.2.7","1764","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Wind power turbine","Megawatt hours","210","units","0","v44174731","4.2.8","93892","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Solar","Megawatt hours","210","units","0","v1059484915","4.2.9","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours","210","units","0","v1059484815","4.2.10","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Total all types of electricity generation","Megawatt hours","210","units","0","v44174732","4.3.1","17251","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Hydraulic turbine","Megawatt hours","210","units","0","v44174733","4.3.2","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Conventional steam turbine","Megawatt hours","210","units","0","v44174734","4.3.3","","..","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484843","4.3.11","7965","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Tidal power turbine","Megawatt hours","210","units","0","v1059484884","4.3.7","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Wind power turbine","Megawatt hours","210","units","0","v62460553","4.3.8","9286","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Solar","Megawatt hours","210","units","0","v1059484916","4.3.9","0","","","","0"
"2018-12","Nova Scotia","2016A000212","Electricity producers, industries","Other types of electricity generation","Megawatt hours","210","units","0","v1059484816","4.3.10","0","","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174720","4.1.1","1099806","","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174721","4.1.2","109408","","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units","0","v44174722","4.1.3","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174723","4.1.6","","..","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units","0","v1059484841","4.1.11","890311","","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174724","4.1.7","883","","","","0"
"2019-01","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174725","4.1.8","99204","","","","0"
